published;INSTANSI;KODE;company;amount;NOMOR AWAL;code;lembar;total
2012-07-13;SATPOL. PP;9055;55;1;0;5825;1;1
2012-07-13;SATPOL. PP;9055;55;10;9480;9500;21;210
2012-07-13;SATPOL. PP;9055;55;10;9901;9991;91;910
2011-04-29;SATPOL.PP;9055;55;2;0;55;1;2
2012-04-03;SATPOL.PP;9055;55;5;4474;4585;112;560
2012-04-03;SATPOL.PP;9055;55;4;0;4586;1;4
2011-04-29;SATPOL.PP;9055;55;5;12390;12475;86;430
2010-08-25;SEKDA;9080;80;2;773;773;1;2
2010-06-23;SEKDA;9080;80;3;991;1039;49;147
2010-06-23;SEKDA;9080;80;1;1040;1040;1;1
2011-11-12;SEKDA;9087;87;3;3520;3749;230;690
2011-11-12;SEKDA;9087;87;1;0;3750;1;1
2010-01-04;SEKDA;9058;58;3;4731;4781;51;153
2012-03-30;SEKDA;9087;87;10;4701;4900;200;2,000
2012-03-30;SEKDA;9087;87;3;5201;5400;200;600
2010-12-27;SEKDA;9080;80;5;6228;6260;33;165
2010-12-27;SEKDA;9080;80;5;6301;6400;100;500
2010-08-25;SEKDA;9080;80;3;7708;7772;65;195
2012-10-31;SEKDA;9087;87;3;9127;9186;60;180
2011-11-12;SEKDA;9087;87;10;11560;11709;150;1,500
2010-01-04;SEKDA;9058;58;10;11964;12168;205;2,050
2012-10-31;SEKDA;9087;87;10;14915;15064;150;1,500
2010-06-23;SEKDA;9080;80;10;17432;17461;30;300
2010-08-25;SEKDA;9080;80;10;18904;18993;90;900
2010-12-27;SEKDA;9080;80;2;19244;19346;103;206
2011-09-27;SEKDA BIAK;9087;87;3;2701;2800;100;300
2012-08-14;SEKDA BIAK;9087;87;3;8041;8240;200;600
2011-09-27;SEKDA BIAK;9087;87;10;9201;9300;100;1,000
2012-12-10;SEKDA BIAK;9080;80;3;10514;10573;60;180
2012-08-14;SEKDA BIAK;9087;87;10;11861;11900;40;400
2012-08-14;SEKDA BIAK;9087;87;10;12151;12200;50;500
2012-08-14;SEKDA BIAK;9087;87;10;12201;12210;10;100
2012-12-10;SEKDA BIAK;9080;80;10;18156;18305;150;1,500
2010-03-04;SEKDA KAB. BIAK;908;8;3;6402;6477;76;228
2010-03-04;SEKDA KAB. BIAK;908;8;10;14306;14414;109;1,090
2012-06-19;SEKDA SUP;9089;89;10;8397;8400;4;40
2012-06-19;SEKDA SUP;9089;89;10;8701;9026;326;3,260
2010-11-04;SEKDA SUP.;9080;80;5;2602;3041;440;2,200
2010-11-04;SEKDA SUP.;9080;80;2;3042;3042;1;2
2010-12-22;SEKDA SUP.;9080;80;5;4037;6227;2191;10,955
2010-11-04;SEKDA SUP.;9080;80;10;10233;10294;62;620
2010-11-04;SEKDA SUP.;9080;80;10;10301;10900;600;6,000
2010-11-24;SEKDA SUP.;9080;80;10;11475;12357;883;8,830
2010-11-24;SEKDA SUP.;9080;80;5;12358;12358;1;5
2010-04-20;SEKDA SUP.;908;8;10;15679;16009;331;3,310
2010-12-22;SEKDA SUP.;9080;80;2;18153;19243;1091;2,182
2012-10-15;SEKDA SUPIORI;9080;80;5;0;7693;1;5
2012-10-15;SEKDA SUPIORI;9080;80;10;13716;13791;76;760
2012-11-27;SEKDA SUPIORI;9080;80;10;16343;16451;109;1,090
2012-11-27;SEKDA SUPIORI;9080;80;6;0;16452;1;6
2013-01-08;SEKDA SUPIORI;9080;80;10;19535;19731;197;1,970
2013-01-08;SEKDA SUPIORI;9080;80;8;0;19732;1;8
2012-06-04;SEKDA.SUP;9087;87;10;8011;8141;131;1,310
2012-06-04;SEKDA.SUP;9087;87;7;0;8142;1;7
2011-05-02;SEKDA/BAGIAN UMUM;9080;80;5;12535;12971;437;2,185
2011-01-13;SEKWAN SUP.;9088;88;5;9401;9900;500;2,500
2011-03-09;SEKWAN.SUP;9088;88;5;10959;11000;42;210
2011-03-09;SEKWAN.SUP;9088;88;5;11101;11258;158;790
2011-04-28;SETDA BIAK;9080;80;3;21;115;95;285
2011-04-28;SETDA BIAK;9080;80;10;1899;1978;80;800
2011-04-28;SETDA BIAK;9080;80;8;0;19979;1;8
2011-12-13;SETDA SUPIORI;9080;80;10;866;1085;220;2,200
2011-12-13;SETDA SUPIORI;9080;80;1;0;1958;1;1
2011-06-03;SETDA SUPIORI;9087;87;10;3611;3808;198;1,980
2011-07-13;SETDA SUPIORI;9080;80;10;5438;5568;131;1,310
2011-07-13;SETDA SUPIORI;9080;80;8;0;5678;1;8
2011-04-26;SETDA.SUP;9080;80;2;0;2;1;2
2011-04-26;SETDA.SUP;9080;80;5;12237;12344;108;540
2010-02-22;SILOK;9016;16;5;1;7;7;35
2010-02-22;SILOK;9016;16;2;8;8;1;2
2011-08-08;SILOK;9016;16;5;12;20;9;45
2011-09-10;SILOK;9016;16;5;506;514;9;45
2011-02-23;SILOK;9016;16;10;691;707;17;170
2011-02-23;SILOK;9016;16;7;0;708;1;7
2011-10-20;SILOK;9016;16;5;1170;1178;9;45
2011-12-20;SILOK;9016;16;10;1701;1717;17;170
2010-09-17;SILOK;9016;16;5;1962;1984;23;115
2010-10-18;SILOK;9016;16;5;2280;2287;8;40
2011-05-04;SILOK;9016;16;10;2371;2387;17;170
2011-11-16;SILOK;9016;16;5;2419;2427;9;45
2011-12-20;SILOK;9016;16;5;2765;2773;9;45
2010-11-08;SILOK;9016;16;5;3096;3103;8;40
2011-05-25;SILOK;9016;16;10;3341;3357;17;170
2010-12-16;SILOK;9016;16;5;3482;4036;555;2,775
2011-06-14;SILOK;9016;16;10;4313;4329;17;170
2012-04-26;SILOK;9016;16;5;0;4785;1;5
2011-07-12;SILOK;9016;16;10;5142;5158;17;170
2012-04-26;SILOK;9016;16;2;0;5224;1;2
2012-05-22;SILOK;9016;16;1;0;5227;1;1
2010-01-27;SILOK;9016;16;5;6011;6017;7;35
2010-01-27;SILOK;9016;16;2;6018;6018;1;2
2011-08-08;SILOK;9016;16;10;6542;6558;17;170
2012-04-26;SILOK;9016;16;10;6558;6576;19;190
2012-05-22;SILOK;9016;16;10;7451;7471;21;210
2012-05-22;SILOK;9016;16;5;0;7472;1;5
2012-08-10;SILOK;9016;16;3;0;7724;1;3
2011-09-10;SILOK;9016;16;10;7869;7885;17;170
2012-07-03;SILOK;9016;16;10;9290;9308;19;190
2012-07-03;SILOK;9016;16;6;0;9309;1;6
2010-10-18;SILOK;9016;16;10;9624;9640;17;170
2010-10-18;SILOK;9016;16;7;9641;9641;1;7
2011-10-20;SILOK;9016;16;10;9946;9962;17;170
2011-02-02;SILOK;9016;16;5;10078;10085;8;40
2010-11-08;SILOK;9016;16;10;11134;11150;17;170
2010-11-08;SILOK;9016;16;7;11151;11151;1;7
2011-02-23;SILOK;9016;16;5;11636;11643;8;40
2011-11-16;SILOK;9016;16;10;11760;11776;17;170
2012-08-10;SILOK;9016;16;10;11792;11810;19;190
2010-01-27;SILOK;9016;16;10;12642;12659;18;180
2011-05-04;SILOK;9016;16;5;12972;12980;9;45
2011-05-25;SILOK;9016;16;5;13108;13116;9;45
2011-06-14;SILOK;9016;16;5;13354;13362;9;45
2011-07-12;SILOK;9016;16;5;13829;13837;9;45
2010-02-22;SILOK;9016;16;10;13867;13884;18;180
2011-02-02;SILOK;9016;16;10;13886;13902;17;170
2011-02-02;SILOK;9016;16;7;13903;13903;1;7
2010-12-16;SILOK;9016;16;2;17901;18151;251;502
2010-12-16;SILOK;9016;16;2;18152;18152;1;2
2010-09-17;SILOK;9016;16;10;19962;19971;10;100
2011-02-08;WAKIL;9056;56;5;10416;10633;218;1,090
2011-02-08;WAKIL;9056;56;4;10634;10634;1;4
2010-02-15;WAKIL;9056;56;10;13574;13616;43;430
2010-02-15;WAKIL;9056;56;10;13619;13662;44;440
2010-02-15;WAKIL;9056;56;9;13663;13663;1;9
2010-09-06;WAKIL;9056;56;10;19234;19320;87;870
2010-09-06;WAKIL;9056;56;9;19321;19321;1;9
2011-12-15;WAKIL BUPATI;9056;56;10;1396;1486;91;910
2011-11-08;WAKIL BUPATI;9056;56;5;1489;1619;131;655
2011-12-15;WAKIL BUPATI;9056;56;1;0;2061;1;1
2011-12-15;WAKIL BUPATI;9056;56;5;2682;2762;81;405
2011-05-20;WAKIL BUPATI;9056;56;10;3050;3069;20;200
2011-05-20;WAKIL BUPATI;9056;56;10;3101;3300;200;2,000
2012-04-03;WAKIL BUPATI;9056;56;5;4341;4471;131;655
2012-04-03;WAKIL BUPATI;9056;56;5;0;4473;1;5
2011-07-13;WAKIL BUPATI;9056;56;10;5159;5200;42;420
2011-07-13;WAKIL BUPATI;9056;56;10;5370;5437;68;680
2012-04-03;WAKIL BUPATI;9056;56;10;5511;5620;110;1,100
2012-04-03;WAKIL BUPATI;9056;56;10;5637;5679;43;430
2012-07-20;WAKIL BUPATI;9056;56;5;6737;6868;132;660
2012-10-24;WAKIL BUPATI;9056;56;1;0;6906;1;1
2012-07-20;WAKIL BUPATI;9056;56;3;0;7405;1;3
2012-10-24;WAKIL BUPATI;9056;56;5;7695;7739;45;225
2012-12-19;WAKIL BUPATI;9056;56;1;0;8231;1;1
2012-12-19;WAKIL BUPATI;9056;56;5;10164;10334;171;855
2012-07-20;WAKIL BUPATI;9056;56;10;11018;11126;109;1,090
2011-11-08;WAKIL BUPATI;9056;56;10;11081;11190;110;1,100
2011-07-13;WAKIL BUPATI;9056;56;5;13838;14055;218;1,090
2011-07-13;WAKIL BUPATI;9056;56;4;0;14056;1;4
2012-10-24;WAKIL BUPATI;9056;56;10;14524;14676;153;1,530
2012-12-19;WAKIL BUPATI;9056;56;10;18856;19165;310;3,100
2011-05-06;WARSA;9084;84;3;448;626;179;537
2011-08-01;WARSA;9084;84;3;1585;1618;34;102
2011-08-01;WARSA;9084;84;1;0;1619;1;1
2011-08-01;WARSA;9084;84;10;6419;6429;11;110
